factor,factor_value,rank,word,pearson_correlation,word_count
ethnicity,Maithili,20,patch,0.1251115331194202,11
ethnicity,Malayali,1,sea,0.3178234861420471,47
ethnicity,Malayali,2,seashells,0.3162392947360657,18
ethnicity,Malayali,3,sandy,0.28944337630029654,21
ethnicity,Malayali,4,beaches,0.2788995535252066,6
ethnicity,Malayali,5,pearl,0.27889955352520657,6
ethnicity,Malayali,6,shells,0.27761260966234835,16
ethnicity,Malayali,7,waves,0.24917781593533644,46
ethnicity,Malayali,8,sand,0.22739353997809136,53
ethnicity,Malayali,9,shore,0.2244718391462643,32
ethnicity,Malayali,10,beach,0.2159123096647162,45
ethnicity,Malayali,11,collect,0.20227918852487084,18
ethnicity,Malayali,12,dolphins,0.19763994611075023,11
ethnicity,Malayali,13,anaya’s,0.18104006106022183,6
ethnicity,Malayali,14,half,0.17326385455529703,23
ethnicity,Malayali,15,happiness,0.16405826978130317,168
ethnicity,Malayali,16,buried,0.15569362851987967,27
ethnicity,Malayali,17,collecting,0.14529913541927345,18
ethnicity,Malayali,18,underwater,0.1421248493929997,9
ethnicity,Malayali,19,week,0.13302601371131556,10
ethnicity,Malayali,20,splash,0.12927020362445538,35
ethnicity,Manipuri,1,manipur,0.5724779840003047,6
ethnicity,Manipuri,2,fluffed,0.1810400462223186,6
ethnicity,Manipuri,3,spend,0.1707289733981525,14
ethnicity,Manipuri,4,hours,0.165461429591782,7
ethnicity,Manipuri,5,thanks,0.15691147502654473,16
ethnicity,Manipuri,6,sturdy,0.15276195284244473,8
ethnicity,Manipuri,7,celebrate,0.14212484939299969,9
ethnicity,Manipuri,8,darkest,0.13533300153461442,20
ethnicity,Manipuri,9,under,0.1284876837778287,246
ethnicity,Manipuri,10,licked,0.12511152551964924,11
ethnicity,Manipuri,11,noise,0.1251115179198792,11
ethnicity,Manipuri,12,herself,0.11889051998285168,39
ethnicity,Manipuri,13,needed,0.11540612520961661,25
ethnicity,Manipuri,14,tired,0.1088684770853294,27
ethnicity,Manipuri,15,let’s,0.10628321914885207,64
